Customer_ID,Age,Gender,Tenure_Months,Contract_Type,Payment_Method,Internet_Service,Monthly_Charges,Total_Charges,Monthly_Data_Usage_GB,Call_Duration_Minutes,Customer_Service_Calls,Service_Outages_Last_Month,Satisfaction_Score,Churn_Status
5c896f02,-9,Male,1,Two year,Credit card,Fiber optic,90.58,131.44,90.80,916,2,1,5.6,No
5d268a13,47,Male,64,Month-to-month,Credit card,DSL,72.74,4677.59,45.90,2516,0,2,9.4,No
bec1950b,27,Female,9,One year,Electronic check,Fiber optic,365.92,3241.93,147.00,586,0,1,9.4,No
7b7243ac,53,Female,11,Two year,Bank transfer,No,41.52,446.22,12.40,754,3,2,NULL,No
daa84050,67,Male,5,Month-to-month,Electronic check,Fiber optic,98.04,496.17,161.20,635,3,0,7.7,Yes
55658107,54,Female,20,Month-to-month,Electronic check,Fiber optic,113.93,2280.09,94.80,238,1,1,6.5,Yes
de6e3ef5,24,Female,17,Two year,Credit card,DSL,53.46,860.83,179.80,1228,2,2,6.7,No
e64e0882,36,Male,51,Two year,Bank transfer,No,59.96,3025.53,12.70,2000,2,0,6.5,No
ee889721,57,Other,48,Month-to-month,Credit card,Fiber optic,64.19,3061.08,167.60,784,1,0,7.6,Yes
81324541,NULL,Female,68,One year,Credit card,Fiber optic,94.14,6399.83,208.30,805,2,1,8.0,No
3293f4a8,47,Female,31,Two year,Credit card,DSL,74.57,2263.32,77.30,1297,2,0,9.4,No
6463930a,51,Female,9,Month-to-month,Credit card,DSL,67.32,620.89,88.70,1725,3,1,7.2,No
0a4bfd78,31,Male,21,Two year,Bank transfer,Fiber optic,94.67,1985.75,327.30,394,2,1,4.7,No
cba6e5ae,41,Male,11,Month-to-month,Mailed check,No,48.97,512.59,39.60,1201,4,0,6.5,No
423d80a6,18,Male,7,One year,Electronic check,DSL,64.89,459.07,98.70,1927,0,0,10.0,No
1eb66475,30,Male,60,Two year,Mailed check,DSL,46.78,2770.8,112.90,273,2,0,4.4,No
95eeff68,39,Male,36,Two year,Mailed check,Fiber optic,87.43,3146.18,309.40,482,0,0,8.5,No
a365e71a,27,Female,32,Month-to-month,Bank transfer,DSL,76.02,2387.62,101.90,1448,1,0,6.5,No
7f8d2644,62,Female,5,Month-to-month,Bank transfer,DSL,77.21,344.68,3104.10,399,35,1,5.6,Yes
dbc88f37,25,Female,26,One year,Credit card,Fiber optic,98.88,2559.53,257.60,647,1,1,7.9,No
8bbebece,37,Female,17,One year,Credit card,No,59.52,993.93,58.90,522,0,0,10.0,No
fdfda880,NULL,Female,24,One year,Bank transfer,DSL,47.27,1144.09,265.30,442,44,0,7.8,Yes
782e8ece,59,Male,4,Two year,Mailed check,Fiber optic,63.31,252.77,383.70,368,1,0,6.7,No
e8ffb4d4,NULL,Male,31,Two year,Electronic check,DSL,394.26,12274.57,222.50,1341,3,1,4.9,No
24321091,56,Female,3,Month-to-month,Electronic check,DSL,396.11,1181.7,199.30,2347,3,0,7.0,No
756875c3,42,Female,20,Month-to-month,Credit card,DSL,67.8,1273.51,42.70,752,2,3,4.8,No
e3110b70,133,Male,27,Month-to-month,Electronic check,Fiber optic,NULL,2535.2,286.80,1569,3,0,6.6,Yes
963f2144,-13,Female,36,One year,Credit card,DSL,58.19,2064.94,42.80,197,1,0,7.1,No
42340740,44,Male,28,One year,Bank transfer,Fiber optic,NULL,2139.53,333.50,1349,2,0,3.0,Yes
8b2bf0a9,35,Female,32,One year,Electronic check,DSL,46.26,1479.4,231.80,468,1,1,NULL,No
24b3ce71,43,Female,28,Month-to-month,Electronic check,DSL,71.66,2034.19,19.50,376,1,1,5.0,Yes
0d55bf67,37,Female,11,Month-to-month,Bank transfer,DSL,94.28,1062.26,159.50,1049,37,0,6.9,No
5a2a573e,43,Female,5,Month-to-month,Mailed check,No,32.78,132.23,33.90,967,0,1,NULL,No
afc0592f,50,Female,44,MTM,Credit card,Fiber optic,87.57,3808.25,67.20,869,0,4,9.6,No
c60aaa97,61,Female,54,Month-to-month,Credit card,No,64.86,3518.5,44.40,347,3,1,5.8,No
1cc969c3,27,Female,19,Month-to-month,Bank transfer,Fiber optic,92.93,1710.16,90.40,1534,2,0,2.7,Yes
8157aa81,68,Female,13,Month-to-month,Credit card,DSL,85.74,1139.06,81.30,437,4,0,9.1,Yes
9d1e739f,19,Female,4,One year,Bank transfer,Fiber optic,94.73,375.99,84.00,818,1,0,5.0,No
4fcbc1f1,40,Male,15,Month-to-month,Credit card,DSL,62.51,953.05,140.30,426,1,0,7.8,No
724a8028,49,Male,12,Two year,Electronic check,Fiber optic,94.62,1143.03,573.80,823,0,0,8.0,No
4855ec22,45,Female,8,One year,Credit card,DSL,73.28,595.16,88.50,297,2,1,1.3,No
851545f6,35,Male,46,One year,Mailed check,DSL,68.87,3170.63,201.20,738,2,1,4.3,No
27ea7cd3,40,Male,33,One year,Electronic check,Fiber optic,91.16,3015.32,141.60,461,2,0,6.4,Yes
ef68ec34,36,Female,33,Month-to-month,Electronic check,Fiber optic,71.8,2370.55,291.60,61,1,0,2.5,No
88317373,35,Female,20,Month-to-month,Bank transfer,No,47.72,919.99,19.30,757,2,2,4.8,No
93e6997c,52,Female,10,Two year,Electronic check,Fiber optic,57.21,562.25,232.30,487,1,1,7.4,No
3a0edf7b,46,Male,24,One year,Electronic check,Fiber optic,92.66,2278.08,347.80,692,3,0,7.0,No
ef344b7a,34,Male,23,Two year,Credit card,DSL,77.64,1793.57,138.30,1312,0,0,7.7,No
31c8610a,53,Male,5,One year,Credit card,No,53.46,295.86,53.30,1095,2,2,8.0,No
2127edd1,125,Male,33,Month-to-month,Credit card,Fiber optic,119.28,3911.66,448.40,2463,1,0,4.2,Yes
4673c7c6,52,Male,21,Month-to-month,Credit card,Fiber optic,99.86,2072.05,255.40,1992,4,1,4.9,Yes
1e23e02f,50,Male,23,One year,Credit card,DSL,65.4,1474.11,121.10,708,0,1,8.6,No
f6f2c04b,32,Female,14,Month-to-month,Bank transfer,Fiber optic,95.96,1310.15,119.10,533,1,0,9.9,No
223e6bc2,35,Female,17,Month-to-month,Electronic check,DSL,52.5,851.94,69.20,560,2,0,5.5,No
713c3ba6,51,Male,33,Two year,Credit card,Fiber optic,91.61,3028.96,2855.10,436,4,3,7.7,No
d815cc4a,49,Male,56,Month-to-month,Credit card,NULL,42.94,2395.74,20.50,1366,1,2,NULL,No
61c46f14,42,Female,57,Month-to-month,Mailed check,No,63.97,3668.18,30.20,921,3,6,7.6,Yes
c78be15e,43,Male,16,Two year,Bank transfer,Fiber optic,71.22,1131.76,346.00,593,1,1,6.8,No
9effad17,57,Female,20,Two year,Mailed check,No,21.33,366.52,41.80,620,1,2,NULL,No
d6f49286,35,Male,42,Month-to-month,Credit card,DSL,60.15,2537.39,173.50,517,1,1,10.0,No
da222654,49,Male,12,Two year,Mailed check,No,51.05,561.84,2220.30,1225,2,1,7.4,No
8a07000e,110,Male,8,Two year,Credit card,Fiber optic,87.24,703.28,302.50,592,0,0,7.9,No
93e82acd,39,Male,24,Month-to-month,Credit card,Fiber optic,99.14,2360.08,508.10,871,3,1,7.8,No
eb9c41e5,NULL,Female,29,Month-to-month,Bank transfer,No,27.5,803.31,77.20,614,2,0,NULL,Yes
6f44a0d5,52,Female,22,Month-to-month,Bank transfer,No,41.58,878.67,16.00,711,2,0,NULL,Yes
81f2e870,52,Female,16,One year,Mailed check,DSL,59.19,966.5,64.00,318,3,0,6.6,Yes
b02dea69,58,Male,28,Month-to-month,Electronic check,Fiber optic,88.31,2473.62,136.20,373,2,1,6.6,No
4a3bc411,42,Female,17,Two year,Electronic check,DSL,64.51,1088.06,401.00,288,1,0,7.8,No
aac4ebcf,109,Female,21,One year,Credit card,No,41.67,832.7,7.90,1038,0,1,NULL,No
d2492cfb,38,Female,20,One year,Bank transfer,Fiber optic,74.39,NULL,686.90,535,1,1,5.0,No
2eab6592,142,Male,26,Two year,Electronic check,DSL,49.59,1266.67,56.20,120,3,1,8.1,No
69d2b609,NULL,Male,13,Two year,Electronic check,Fiber optic,87.45,1143.42,366.30,739,4,1,6.2,No
ebc49941,43,Female,24,Month-to-month,Credit card,Fiber optic,135.25,3222.28,154.90,2549,2,0,6.6,No
fa099b97,49,Female,3,Month-to-month,Mailed check,Fiber optic,81.1,337.74,119.90,811,2,0,3.7,No
519710e4,32,Male,11,One year,Credit card,DSL,60.2,665.94,260.40,336,3,0,8.9,No
73f305db,67,Male,32,Month-to-month,Mailed check,DSL,78.84,2507.51,78.70,347,1,1,8.1,No
cfd9768a,30,Female,18,Month-to-month,Bank transfer,Fiber optic,83.48,1517.78,326.70,928,3,1,8.5,Yes
9a019824,27,Female,17,One year,Electronic check,DSL,NULL,6786.96,137.70,1081,3,0,7.9,No
cb312391,56,Male,39,Two year,Bank transfer,Fiber optic,92.12,3602.54,96.10,1252,1,0,4.5,No
b34c5ef2,51,Female,47,Month-to-month,Bank transfer,Fiber optic,86.42,4053.65,127.00,263,2,1,7.6,No
fa1f5406,49,Female,35,One year,Electronic check,DSL,76.57,2690.96,80.00,678,1,0,6.1,No
9392cd72,135,Female,20,Month-to-month,Bank transfer,Fiber optic,110.65,2209.12,2469.00,172,2,1,5.5,No
2c4e81be,42,Female,16,One year,Bank transfer,Fiber optic,92.67,1482.09,169.60,186,1,0,8.1,No
c8af1386,31,Male,14,Month-to-month,Bank transfer,Fiber optic,85.01,1170.5,451.00,675,1,0,10.0,Yes
0c9952ed,43,Female,26,1 year,Credit card,Fiber optic,77.87,1988.03,493.40,1266,0,1,9.9,No
81e12c4d,34,Male,10,Month-to-month,Mailed check,Fiber optic,90.38,917.88,514.70,503,0,1,8.3,Yes
63a8b7db,54,Female,37,One year,Bank transfer,DSL,62.77,2337.65,61.80,485,0,0,7.1,No
dc69f290,40,Female,30,Month-to-month,Credit card,No,60.87,1858.52,41.60,282,3,1,6.8,No
d952addc,32,Male,17,Month-to-month,Credit card,DSL,67.61,1150.58,184.70,873,1,0,5.6,Yes
13e9b623,38,Female,17,Month-to-month,Credit card,No,NULL,1014.61,2.00,320,2,0,6.7,No
b873c7f8,47,Female,17,Month-to-month,Mailed check,Fiber optic,101.43,1689.06,162.00,1129,2,1,8.8,Yes
df63c4bc,35,Male,18,Month-to-month,Credit card,No,60.59,1089.63,78.30,324,0,1,10.0,Yes
9d6e2101,32,Female,23,Month-to-month,Bank transfer,Fiber optic,124.65,2875.95,231.70,576,1,0,5.7,No
8c4c6358,45,Female,24,One year,Electronic check,DSL,69.24,1616.27,57.10,971,2,0,3.6,Yes
00d6fc7e,45,Female,53,One year,Credit card,No,43.03,2307.32,25.90,1185,0,2,NULL,Yes
694c1a54,36,Male,23,Month-to-month,Bank transfer,DSL,71.91,1636.13,237.10,304,1,0,8.8,Yes
57fa8104,121,Male,16,One year,Electronic check,NULL,63.52,NULL,52.50,220,3,0,10.0,No
3af337de,45,Male,48,Month-to-month,Electronic check,DSL,73.58,3546.78,162.60,1313,5,1,9.6,No
2f0b0266,25,Female,21,One year,Credit card,No,59.04,1239.66,28.20,456,2,1,9.5,No
daf6e2a2,25,Male,2,Month-to-month,Electronic check,Fiber optic,80.13,195.34,123.70,721,5,1,5.7,Yes
50ca2ea8,33,Female,55,One year,Electronic check,Fiber optic,NULL,4547.72,107.20,553,3,0,5.7,No
ac7bfb4d,39,Male,11,Month-to-month,Mailed check,Fiber optic,64.26,703.15,137.60,236,2,2,4.8,Yes
b53f3cbf,46,Female,28,Two year,Electronic check,Fiber optic,69.31,1862.67,215.70,524,3,1,6.0,No
258916ea,NULL,Male,19,Month-to-month,Credit card,Fiber optic,488.0,9296.9,342.60,945,2,0,8.8,No
a234b0ee,52,Male,21,Month-to-month,Bank transfer,Fiber optic,105.94,2195.25,83.20,77,2,1,10.0,No
ab7ffe24,40,Male,12,Month-to-month,Bank transfer,No,35.36,445.62,22.10,305,1,0,NULL,Yes
74ba5d57,42,Male,10,Two year,Credit card,NULL,83.83,850.55,108.60,486,4,0,6.7,No
fdf8e642,30,Female,39,One year,Bank transfer,DSL,86.94,3385.69,376.90,964,2,0,5.3,No
872e08bc,42,Female,22,One year,Mailed check,Fiber optic,116.44,2585.51,477.30,1314,28,0,7.0,No
4b53cfa2,39,Female,18,Two year,Credit card,Fiber optic,55.77,1016.89,131.60,343,2,1,7.6,No
ef75f73b,46,Female,19,Two year,Mailed check,Fiber optic,91.36,1744.05,121.80,1663,2,0,4.6,Yes
72c01612,32,Female,40,One year,Mailed check,Fiber optic,85.58,3380.29,495.00,4032,3,2,8.9,No
8bb31882,48,Female,11,Month-to-month,Credit card,DSL,73.22,NULL,27.70,993,0,0,6.4,No
9eba623a,NULL,Female,48,Two year,Credit card,Fiber optic,76.74,3652.45,227.40,880,0,0,8.8,No
7f6a3a93,41,Female,25,Month-to-month,Credit card,Fiber optic,87.57,2161.85,97.60,211,1,1,7.2,No
a0dba86a,47,Male,17,One year,Credit card,DSL,385.93,6551.78,247.20,381,1,0,7.7,No
2d3b65c8,50,Female,14,One year,Credit card,Fiber optic,70.95,1029.89,68.60,297,1,1,5.9,No
ee4b4c6c,NULL,Male,13,One year,Credit card,DSL,NULL,825.79,152.80,261,1,3,6.6,No
a158c35f,-15,Female,13,One year,Credit card,Fiber optic,86.8,1139.18,78.80,1047,3,0,8.4,No
3a6c93b7,42,Female,34,One year,Electronic check,DSL,67.97,2330.24,41.10,710,4,2,7.0,No
442c4090,43,Male,9,Two year,Mailed check,No,43.4,368.73,10.30,351,6,4,NULL,Yes
91e702a8,33,Male,19,Month-to-month,Credit card,Fiber optic,85.17,1578.82,178.50,860,1,0,7.4,No
489eee7b,42,Female,24,Month-to-month,Bank transfer,DSL,53.81,1247.59,43.90,1240,2,0,7.9,No
60132baf,48,Female,11,One year,Electronic check,Fiber optic,71.41,791.29,57.20,1315,4,0,9.7,No
f9cab471,59,Male,8,Two year,Mailed check,No,34.78,302.91,9.00,1784,0,0,NULL,No
7e70169b,54,Female,4,Month-to-month,Mailed check,Fiber optic,NULL,349.14,339.00,909,1,1,7.1,No
44dd028d,68,Female,24,Month-to-month,Bank transfer,No,55.71,1316.26,105.10,239,2,0,6.2,Yes
bf741adb,33,Female,5,Month-to-month,Credit card,DSL,48.02,273.99,113.60,1275,4,1,6.8,Yes
5ba65f5f,52,Female,60,Month-to-month,Credit card,No,62.38,3793.88,4.30,414,4,2,6.3,No
39c9d1d3,NULL,Female,28,Two year,Credit card,Fiber optic,80.9,2280.39,77.90,903,2,0,8.1,No
53e29713,68,Male,4,One year,Credit card,DSL,55.32,258.46,169.90,2829,25,0,9.1,Yes
1772f379,32,Female,16,One year,Bank transfer,Fiber optic,74.12,1207.75,370.20,2095,2,1,9.4,No
190afba8,32,Female,16,One year,Mailed check,No,34.03,538.74,19.80,1769,2,1,NULL,No
b18bfb2f,35,Male,24,One year,Mailed check,Fiber optic,73.72,1752.67,62.80,479,0,0,6.3,No
59b7f4c7,18,Male,16,Month-to-month,Bank transfer,Fiber optic,63.37,973.59,124.20,1205,3,0,6.4,Yes
64ac73c6,36,Male,4,Month-to-month,Electronic check,DSL,66.38,254.4,267.60,886,2,1,3.7,Yes
a31fc56d,33,Female,6,Month-to-month,Bank transfer,Fiber optic,108.42,644.6,351.10,2039,2,0,5.0,Yes
24379872,44,Female,38,Month-to-month,Bank transfer,DSL,80.17,3041.09,142.90,518,2,0,7.1,No
6a0699fd,46,Female,15,Month-to-month,Mailed check,DSL,39.82,594.49,92.90,647,4,2,NULL,Yes
e3222ec3,NULL,Female,21,Month-to-month,Credit card,Fiber optic,74.05,1497.71,425.80,452,4,0,8.1,Yes
ea858d3f,53,Female,36,Month-to-month,Bank transfer,No,51.89,1887.52,6.10,1918,1,1,5.8,No
137c1a4d,35,Male,14,Month-to-month,Electronic check,Fiber optic,NULL,1014.0,34.40,757,1,1,6.3,No
e5621eae,31,Male,4,One year,Bank transfer,DSL,65.09,269.64,173.50,813,28,2,6.7,No
3291db67,48,Male,22,Month-to-month,Bank transfer,Fiber optic,86.65,1877.07,155.70,675,2,2,6.5,No
e86b9bd6,NULL,Male,25,Two year,Mailed check,No,48.07,1210.92,28.30,963,25,0,8.4,No
adfbd4db,64,Female,11,Month-to-month,Electronic check,Fiber optic,102.64,1129.61,253.10,2651,2,2,4.8,Yes
c726a2b1,56,Female,8,One year,Bank transfer,Fiber optic,77.91,635.14,275.70,335,1,0,5.1,Yes
25c29f6e,36,Male,37,Two year,Credit card,No,42.04,1594.26,20.30,923,2,1,NULL,No
1eaf83b3,21,Female,28,Two year,Bank transfer,Fiber optic,88.53,2474.38,362.90,131,0,1,4.7,No
27b56397,58,Female,14,Two year,Credit card,DSL,70.41,990.28,152.60,1241,22,2,3.8,No
2f29dbdd,41,Male,8,Month-to-month,Credit card,DSL,59.06,450.87,81.20,796,0,1,4.5,No
dfb73619,NULL,Male,31,Month-to-month,Electronic check,No,34.03,1077.97,15.10,611,1,2,NULL,No
9ca0f734,23,Male,17,Month-to-month,Credit card,Fiber optic,96.38,1656.03,229.30,1961,1,1,8.3,No
90baffc6,35,Male,10,Month-to-month,Mailed check,DSL,80.98,815.21,93.00,2799,0,0,8.4,Yes
17a32ded,42,M,29,Month-to-month,Electronic check,Fiber optic,97.68,2806.39,119.80,1120,0,1,10.0,No
3be5a47e,43,Male,19,Two year,Bank transfer,Fiber optic,77.06,1447.06,182.10,1074,0,1,7.4,No
c85b1cbc,37,Male,25,One year,Credit card,No,45.71,1096.97,23.60,989,2,0,NULL,No
9c7ce22a,49,Female,29,One year,Electronic check,DSL,54.3,1557.32,111.30,232,2,3,6.7,Yes
d6d8b7a1,29,Other,5,Two year,Credit card,Fiber optic,103.75,536.48,604.10,67,2,2,6.8,Yes
08de469c,40,Male,10,One year,Credit card,No,45.44,NULL,35.80,2033,1,2,NULL,No
7c1b585d,43,Male,35,One year,Credit card,Fiber optic,75.71,2653.84,648.90,750,0,1,7.7,No
40e45553,48,Male,27,One year,Mailed check,DSL,549.36,14869.83,66.40,796,2,1,7.8,No
a368e9f7,NULL,Male,36,Month-to-month,Credit card,No,58.15,2101.01,10.60,843,1,2,5.1,No
07533534,29,Male,12,Month-to-month,Mailed check,Fiber optic,95.63,1133.13,442.50,1467,1,0,7.9,No
30b43e5b,24,Female,19,Two year,Electronic check,Fiber optic,83.05,1560.45,41.30,229,3,1,8.4,No
843ce6ef,57,Male,20,Two year,Credit card,Fiber optic,79.31,1580.41,435.50,345,2,1,9.2,No
fb0d27ed,NULL,Male,26,Two year,Credit card,DSL,89.42,2313.67,65.20,2025,3,1,8.3,No
2a0226f9,33,Female,25,Month-to-month,Bank transfer,No,41.54,1062.32,47.70,703,2,0,NULL,Yes
910d3529,61,Male,33,Two year,Bank transfer,Fiber optic,92.25,3054.79,277.20,743,1,0,6.9,No
38e6174f,43,Male,19,Month-to-month,Electronic check,Fiber optic,118.57,2244.84,212.50,696,2,2,7.1,Yes
91a882cf,56,Male,31,Month-to-month,Bank transfer,DSL,72.99,2255.65,199.70,2009,2,1,7.4,No
0802a820,43,Female,34,Month-to-month,Mailed check,Fiber optic,73.93,2531.2,283.10,485,0,0,9.5,Yes
cd0ac48f,67,Male,19,Month-to-month,Bank transfer,No,48.02,937.65,76.90,590,0,1,9.1,No
025975ff,63,Female,15,Month-to-month,Mailed check,Fiber optic,94.95,1378.16,157.10,1638,1,1,8.6,No
b67eaf13,39,Female,22,Month-to-month,Credit card,No,48.87,1070.86,21.30,356,1,1,10.0,Yes
8084d428,54,Male,28,Month-to-month,Bank transfer,Fiber optic,78.52,2200.85,130.80,470,1,0,2.4,No
ab133c9d,50,Other,72,Month-to-month,Credit card,Fiber optic,91.85,6626.9,461.90,476,0,0,6.4,No
9a3265be,58,Male,22,One year,Credit card,Fiber optic,98.25,2164.32,117.90,335,2,1,7.2,No
736a90aa,30,Male,13,One year,Bank transfer,No,49.74,656.8,46.70,1635,1,0,6.0,No
a36c0d6e,50,Female,3,Month-to-month,Electronic check,Fiber optic,84.52,247.64,261.70,225,1,1,5.5,Yes
734cfc7b,55,Female,34,Month-to-month,Electronic check,NULL,87.14,2942.61,214.60,2300,0,0,4.1,No
2eaa493f,21,Female,7,One year,Credit card,DSL,50.85,375.55,47.20,1279,3,1,6.6,No
ce7b6bfd,28,Male,72,One year,Electronic check,DSL,63.25,4574.4,24.70,1436,5,1,8.8,Yes
d26630c8,18,Male,27,Month-to-month,Bank transfer,Fiber optic,60.77,1657.09,381.30,1234,0,0,8.6,No
7f429ec2,NULL,Female,59,One year,Electronic check,No,49.67,2951.27,22.70,675,0,0,5.8,No
6dc02445,51,Male,35,Two year,Electronic check,DSL,77.9,NULL,69.50,565,1,0,7.6,No
44eb9d48,60,Male,18,Month-to-month,Bank transfer,DSL,73.86,1316.79,80.00,890,4,0,9.6,Yes
1e9548b6,NULL,Male,26,Month-to-month,Credit card,DSL,77.69,2047.94,66.00,779,3,1,4.5,Yes
23ae1677,62,Male,10,Month-to-month,Bank transfer,Fiber optic,88.08,889.71,90.90,232,2,1,6.9,Yes
d15098b8,25,Female,18,One year,Credit card,Fiber optic,61.49,1108.22,177.00,690,4,0,7.7,No
80753e60,22,Male,27,Month-to-month,Credit card,DSL,45.42,NULL,27.10,1029,2,0,NULL,No
19b10fdf,41,Other,5,Month-to-month,Electronic check,Fiber optic,85.94,NULL,87.90,1089,1,0,8.7,No
f7ced7c8,47,Male,16,Month-to-month,Mailed check,Fiber optic,93.04,1444.38,339.10,1091,1,0,4.5,No
2b23db3a,42,Female,33,Two year,Credit card,Fiber optic,87.65,2899.8,58.40,383,0,2,5.4,No
938fc369,18,Male,27,One year,Credit card,Fiber optic,97.32,2625.97,157.40,2312,1,1,8.4,No
d6a50b09,NULL,Male,9,One year,Bank transfer,DSL,63.77,NULL,28.10,663,2,1,4.1,No
03ef3ba1,26,Male,42,Two year,Credit card,Fiber optic,79.06,3360.94,270.00,518,1,0,8.7,No
4782256e,50,Male,22,Month-to-month,Electronic check,DSL,58.61,1222.15,115.30,2358,1,1,8.0,No
5dc603b3,46,Female,12,Two year,Electronic check,DSL,76.02,915.27,46.20,830,1,1,8.5,No
16425515,31,Other,5,One year,Bank transfer,Fiber optic,88.33,454.86,332.50,559,3,3,6.4,No
16891a3a,36,Female,39,Month-to-month,Bank transfer,DSL,67.67,2614.75,26.50,273,1,1,8.1,No
3c5dbaa7,29,Male,41,Two year,Electronic check,Fiber optic,98.66,NULL,148.20,161,23,0,5.1,No
aeeb3d68,41,Male,31,24 months,Mailed check,DSL,77.93,2410.22,66.60,675,3,1,6.5,No
1bb42de9,53,Male,20,Two year,Electronic check,NULL,51.81,1060.9,90.30,587,1,0,7.3,No
fa2b8f9e,147,Female,25,Month-to-month,Bank transfer,No,61.2,1617.84,37.30,258,0,0,5.6,No
ffe5f105,48,Female,32,Two year,Credit card,Fiber optic,70.78,2273.42,87.00,429,2,0,7.6,No
effc4797,36,Female,14,Two year,Credit card,Fiber optic,59.35,846.0,184.20,1888,2,0,5.1,No
38596591,32,Male,15,Month-to-month,Bank transfer,No,30.18,428.32,21.20,393,1,0,NULL,No
611a624e,41,Female,24,Month-to-month,Bank transfer,Fiber optic,113.97,2740.65,102.10,773,1,0,10.0,No
2c9154d0,30,Male,13,Month-to-month,Bank transfer,Fiber optic,107.37,1386.48,4.50,1873,3,0,4.9,Yes
bd54b197,35,Female,14,Two year,Electronic check,Fiber optic,100.42,1425.35,463.60,508,1,0,7.2,No
7343bd1c,28,Female,24,One year,Mailed check,DSL,91.19,2152.91,139.40,1297,4,2,4.3,Yes
bf85fcdf,66,Female,38,Month-to-month,Electronic check,DSL,84.37,3179.22,139.90,1640,2,1,5.7,Yes
4870dca5,42,Female,37,Month-to-month,Credit card,Fiber optic,NULL,2572.51,104.70,1325,3,2,8.5,No
f2308a54,34,Male,21,Month-to-month,Credit card,DSL,66.46,1400.91,40.20,939,1,0,6.4,Yes
1478fa9e,NULL,Female,19,One year,Bank transfer,DSL,480.68,9166.02,231.40,247,3,1,8.5,No
3b00e95b,41,Male,46,Month-to-month,Credit card,NULL,53.29,2460.43,50.60,213,1,2,7.8,No
38fafdac,39,Female,30,Two year,Electronic check,DSL,69.09,2085.44,68.30,1871,1,0,7.1,No
3751eeee,49,Male,8,One year,Bank transfer,DSL,415.62,3317.22,602.50,1970,6,1,5.3,Yes
f2d65f84,51,Female,10,One year,Credit card,DSL,73.97,734.86,87.20,237,2,1,8.4,No
1f60bc1d,NULL,Female,31,Month-to-month,Bank transfer,DSL,68.6,2150.71,130.80,1223,1,1,7.7,No
9f771638,35,Female,36,Month-to-month,Electronic check,DSL,95.21,3423.98,46.40,488,3,1,4.4,Yes
ca60d1ba,39,Female,4,Month-to-month,Credit card,Fiber optic,78.72,344.47,579.80,630,3,0,5.5,Yes
688ff739,18,Female,19,Month-to-month,Credit card,DSL,51.13,968.72,178.00,1070,0,1,2.2,Yes
56538715,NULL,Female,11,Month-to-month,Credit card,No,NULL,444.06,7.80,335,2,0,NULL,Yes
45903389,58,Female,24,Two year,Credit card,No,NULL,856.47,12.20,1671,1,0,NULL,No
a851322a,62,Female,45,Month-to-month,Credit card,Fiber optic,106.77,4800.36,149.90,533,1,1,5.3,No
9777ddc2,39,Male,8,Month-to-month,Electronic check,NULL,61.2,512.49,257.00,1842,0,1,5.7,No
376cc29e,49,Female,14,Month-to-month,Electronic check,Fiber optic,83.39,1150.83,48.40,1235,5,0,9.7,Yes
bd0bd766,46,Female,18,Month-to-month,Mailed check,DSL,58.31,1067.87,125.50,1192,2,0,9.1,No
e49f8de1,79,Female,8,Two year,Electronic check,No,42.65,343.72,14.50,830,1,2,NULL,No
13d42fce,55,Male,4,Month-to-month,Bank transfer,DSL,72.89,306.72,23.20,237,3,2,8.6,No
c594858a,40,Male,11,Month-to-month,Bank transfer,No,38.0,410.76,75.40,125,1,0,NULL,Yes
adf54aea,31,Female,65,One year,Bank transfer,Fiber optic,88.92,NULL,3139.60,511,2,0,8.3,Yes
428d76c7,23,Male,17,Month-to-month,Electronic check,DSL,73.72,NULL,300.60,315,3,0,7.7,Yes
5fbf071f,44,Female,17,Month-to-month,Credit card,Fiber optic,68.75,1168.32,121.20,214,2,1,9.2,No
8e92f2e1,33,Female,31,Month-to-month,Electronic check,Fiber optic,111.13,3431.91,368.10,1149,0,1,8.6,No
2f057ec4,25,Male,19,Month-to-month,Mailed check,DSL,56.62,1030.34,112.30,782,1,1,5.0,No
b0b45a11,34,Female,47,Month-to-month,Credit card,Fiber optic,87.92,4145.78,292.50,623,3,0,6.9,No
55266965,29,Female,24,Month-to-month,Credit card,Fiber optic,82.94,1971.27,237.80,646,4,1,6.2,No
91174b9f,62,Female,12,Two year,Mailed check,Fiber optic,73.43,868.15,288.00,759,1,0,9.3,No
7c0975a3,53,Female,32,Month-to-month,Electronic check,DSL,67.51,2133.55,57.90,1424,5,2,6.2,No
e706a20f,138,Male,7,One year,Bank transfer,DSL,63.07,NULL,72.40,36,1,2,5.8,No
cc151bd9,60,Female,16,One year,Electronic check,No,47.85,818.04,41.00,941,41,0,9.0,Yes
3d208d91,43,Male,10,One year,Electronic check,Fiber optic,85.13,860.1,244.80,91,5,1,7.7,No
cc38a0bf,32,Female,9,Month-to-month,Bank transfer,Fiber optic,60.24,526.06,290.10,576,1,0,10.0,Yes
2ea39c98,60,Female,41,Month-to-month,Mailed check,No,56.14,2290.33,25.90,860,2,2,5.6,No
0d9832a2,48,Male,36,One year,Mailed check,DSL,46.56,NULL,74.90,1972,2,0,6.3,No
55d6cce0,30,Female,24,One year,Bank transfer,Fiber optic,94.53,2240.45,131.20,985,3,1,9.2,No
3b6f165e,40,Female,58,One year,Credit card,No,41.23,2359.1,23.50,372,1,2,NULL,No
