Student_ID,Gender,Age,Program,Year_of_Study,Math_Score,English_Score,Data_Skills_PreTest,Attendance_Pct,Study_Hours_Per_Week,Parental_Education,Family_Income_Level,Has_Internet_At_Home,Uses_Learning_Apps,Participates_in_Group_Work,Previous_CGPA,Distance_From_Campus_km,Scholarship_Status,Final_Grade,At_Risk
STUD0182,Male,18,Computer Science,1,66.7,73,74.6,81.8,6,Diploma,Low,FALSE,TRUE,FALSE,3.39,15,TRUE,67.8,0
STUD0183,Female,25,Business,2,82.1,75.8,25.6,92.5,8,Secondary,Medium,FALSE,TRUE,TRUE,4.41,3.3,FALSE,56.5,0
STUD0184,Female,25,Business,4,58.4,61.2,24.5,86.8,5,Diploma,Medium,TRUE,TRUE,FALSE,2.29,8.1,TRUE,48.6,1
STUD0185,Male,17,Business,1,64.7,55.3,39,84.7,5,Diploma,Low,FALSE,TRUE,TRUE,2.93,10.8,FALSE,53.3,0
STUD0186,Female,19,Business,1,61.9,54.8,19.8,49.3,3,Degree,Low,TRUE,FALSE,TRUE,2.56,0.5,FALSE,42.4,1
STUD0187,Female,20,Business,4,59.2,43.4,43.8,74,7,Degree,Low,FALSE,TRUE,TRUE,2.44,3.9,FALSE,47.1,1
STUD0188,Female,23,Education,1,62.8,60.2,51,100,12,None,High,TRUE,TRUE,TRUE,3.46,7.4,FALSE,61.6,0
STUD0189,Female,20,Education,2,40.5,57.2,30.8,80.1,9,Secondary,Medium,FALSE,TRUE,FALSE,2.22,15.1,FALSE,33.1,1
STUD0190,Male,18,Education,3,60,74.6,39.5,83,3,None,Medium,FALSE,TRUE,TRUE,2.81,10.1,FALSE,52.9,0
STUD0191,Male,23,Computer Science,4,85.1,73.6,71.2,73.5,8,None,Medium,FALSE,FALSE,TRUE,3.8,18.1,FALSE,63.3,0
STUD0192,Female,22,Agriculture,2,50.5,60.2,73.6,88.8,11,Diploma,Medium,TRUE,FALSE,FALSE,2.71,0.7,FALSE,52,0
STUD0193,Female,19,Business,4,49,25.8,47.9,72,7,Degree,Medium,TRUE,FALSE,TRUE,2.36,0.6,FALSE,45,1
STUD0194,Female,22,Agriculture,4,65.9,60.2,85.6,77.3,8,None,Low,TRUE,FALSE,TRUE,2.95,10,FALSE,64.4,0
STUD0195,Male,22,Computer Science,1,66.7,60.4,97,80.4,12,Secondary,Low,FALSE,TRUE,TRUE,2.99,4.1,FALSE,68.2,0
STUD0196,Male,21,Nursing,1,70.7,82.3,37.5,100,8,Degree,Low,FALSE,TRUE,TRUE,3.48,5.3,FALSE,66.2,0
STUD0197,Female,20,Nursing,2,63.3,66.9,65.7,88.2,13,Degree,Medium,TRUE,FALSE,TRUE,3.08,7.4,FALSE,53.8,0
STUD0198,Female,17,Business,4,66.1,69.6,0,81.3,9,Diploma,Low,FALSE,TRUE,FALSE,3.2,34.1,FALSE,50.3,0
STUD0199,Female,22,Business,1,59.7,65.3,59,74.5,3,Diploma,Medium,TRUE,FALSE,FALSE,2.73,0.6,TRUE,58.7,0
STUD0200,Female,18,Education,1,45.9,53,43.3,75.4,5,Diploma,Low,FALSE,TRUE,TRUE,2.51,0.9,TRUE,32.4,1
STUD0201,Female,19,Nursing,4,63.9,78.7,47,94.1,4,Secondary,High,TRUE,TRUE,TRUE,2.91,14.1,TRUE,66.8,0
STUD0202,Male,24,Business,2,75.9,47.5,39,71.4,10,None,Low,TRUE,TRUE,FALSE,2.86,0.5,TRUE,45.5,1
STUD0203,Male,22,Computer Science,2,72.7,70.1,83.9,82.7,7,Secondary,Low,FALSE,TRUE,FALSE,3.82,4.8,FALSE,60.3,0
STUD0204,Female,19,Education,4,38.8,59.6,11.8,78.4,11,Secondary,High,TRUE,TRUE,FALSE,2.26,11.9,TRUE,45.1,1
STUD0205,Female,23,Agriculture,2,68.8,47.4,31.6,71.8,12,Degree,Medium,FALSE,TRUE,FALSE,2.81,1.7,FALSE,58.8,0
STUD0206,Male,20,Nursing,1,51.6,64.3,80.3,95.6,8,Diploma,High,TRUE,FALSE,FALSE,3.46,1.7,TRUE,55,0
STUD0207,Male,25,Agriculture,4,85.9,68.9,46.2,79.6,7,Secondary,Low,FALSE,TRUE,FALSE,3.65,3,TRUE,57.6,0
STUD0208,Female,21,Business,1,69.9,68,23.7,88.8,6,Secondary,Low,FALSE,TRUE,FALSE,2.89,1.3,FALSE,60.1,0
STUD0209,Male,19,Computer Science,3,78.4,64.3,50.5,80.6,8,Secondary,Medium,FALSE,TRUE,TRUE,3.65,9.1,FALSE,60.4,0
STUD0210,Male,18,Computer Science,3,65.3,73.8,80.7,71,7,Diploma,High,TRUE,TRUE,TRUE,3.6,1.8,FALSE,60,0
STUD0211,Female,18,Computer Science,2,64,60.5,65.5,84.4,7,Degree,Low,FALSE,FALSE,FALSE,3.14,2.1,FALSE,58.1,0
STUD0212,Female,19,Computer Science,3,87.4,85.9,96.7,100,10,Secondary,High,TRUE,FALSE,TRUE,4.04,6.8,FALSE,88.1,0
STUD0213,Female,18,Education,1,79.6,77.1,34.4,88.4,11,None,Medium,FALSE,FALSE,TRUE,3.29,27.4,FALSE,65.1,0
STUD0214,Male,20,Computer Science,3,66.8,57.1,68.7,96.6,6,Diploma,High,TRUE,FALSE,FALSE,3.11,19.6,FALSE,61.1,0
STUD0215,Female,18,Education,1,62,67.2,11.3,89.3,6,Diploma,Low,FALSE,FALSE,TRUE,2.87,16,TRUE,52.9,0
STUD0216,Male,25,Agriculture,2,39.4,42,30,71.3,8,Secondary,Low,FALSE,FALSE,TRUE,2.26,6.1,FALSE,40.7,1
STUD0217,Male,18,Education,2,69.9,67.6,68.6,86.1,3,Diploma,High,TRUE,TRUE,TRUE,3.57,2.8,FALSE,65.3,0
STUD0218,Female,25,Nursing,1,63.1,59.8,37.4,85.8,11,Diploma,High,TRUE,FALSE,TRUE,2.9,9.8,FALSE,50.1,0
STUD0219,Female,22,Business,3,73.3,78,42.1,73.1,9,Secondary,Medium,TRUE,TRUE,FALSE,3.72,3.9,FALSE,58.6,0
STUD0220,Female,17,Computer Science,2,77.9,77.1,78,84,6,Secondary,Low,FALSE,FALSE,FALSE,3.13,12,FALSE,65.3,0
STUD0221,Female,20,Education,4,83.5,74.8,45.1,90.5,6,Secondary,Low,TRUE,FALSE,FALSE,3.72,0.5,FALSE,58.7,0
STUD0222,Female,17,Computer Science,2,70.1,60.2,69.9,96,10,Degree,Medium,TRUE,TRUE,TRUE,2.83,6,TRUE,55.6,0
STUD0223,Male,22,Education,3,49.3,41.9,39,61.6,4,Degree,Low,TRUE,FALSE,TRUE,2.35,3.3,FALSE,47.3,1
STUD0224,Male,20,Business,4,32.8,46,34.3,63.8,10,Degree,Low,TRUE,TRUE,TRUE,2.49,2.3,FALSE,41.6,1
STUD0225,Male,19,Computer Science,3,52.6,50.3,88.9,76.5,4,Diploma,Low,FALSE,FALSE,TRUE,2.51,8.7,TRUE,61.8,0
STUD0226,Male,19,Computer Science,1,85,57.2,51.6,77.9,9,Diploma,Medium,TRUE,TRUE,FALSE,3.54,8.6,FALSE,62.1,0
STUD0227,Female,25,Education,4,92.4,67.1,44.4,67.9,9,Diploma,Low,TRUE,FALSE,TRUE,3.53,0.5,FALSE,62.4,0
STUD0228,Male,22,Agriculture,3,61.4,78.1,4.3,74.8,4,Degree,Medium,FALSE,FALSE,TRUE,3.32,23.6,FALSE,47.9,1
STUD0229,Female,25,Nursing,4,43.1,44.3,14.7,62.1,5,Secondary,Medium,TRUE,TRUE,TRUE,2.47,3.6,FALSE,41.1,1
STUD0230,Female,21,Business,3,55.3,69,35.5,86.6,10,Diploma,Medium,TRUE,TRUE,TRUE,3.17,20,TRUE,46.8,1
STUD0231,Female,18,Computer Science,4,82.1,70.7,71.9,79.4,9,Diploma,Medium,TRUE,TRUE,FALSE,3.49,7,FALSE,66.2,0
STUD0232,Female,24,Nursing,3,56.1,71.1,19.5,88,6,Diploma,Low,FALSE,FALSE,TRUE,3.25,8.5,TRUE,55.5,0
STUD0233,Female,21,Nursing,1,73.8,81,55.4,100,10,Secondary,Medium,FALSE,TRUE,TRUE,4.4,25.9,FALSE,66.6,0
STUD0234,Female,18,Business,4,67.5,57.3,74.8,97.9,5,Diploma,High,TRUE,TRUE,TRUE,3.37,13.8,FALSE,63,0
STUD0235,Male,20,Agriculture,4,75.7,50.5,40.2,74,9,Diploma,Medium,TRUE,TRUE,TRUE,2.78,1.2,FALSE,60.3,0
STUD0236,Female,25,Education,4,92.3,61.3,36.9,100,10,Secondary,High,TRUE,TRUE,TRUE,4.5,0.5,TRUE,64.3,0
STUD0237,Male,20,Agriculture,4,73.8,61.2,54.7,76.6,5,Diploma,Medium,TRUE,TRUE,FALSE,3,3,FALSE,58.3,0
STUD0238,Male,20,Agriculture,1,67.2,84.2,47,83.5,8,Secondary,Medium,TRUE,FALSE,FALSE,3.34,5.4,FALSE,65.3,0
STUD0239,Female,18,Computer Science,4,93.9,77.2,56.1,89.6,9,Degree,Low,FALSE,FALSE,TRUE,4.39,10.5,FALSE,68,0
STUD0240,Male,22,Education,2,70.2,68.6,49.9,76.3,9,Diploma,Medium,TRUE,FALSE,TRUE,3.22,8.7,FALSE,51.8,0
STUD0241,Female,18,Agriculture,1,53.1,69.9,32.7,76.9,3,Diploma,Medium,TRUE,FALSE,FALSE,3.08,3,TRUE,53,0
STUD0242,Female,23,Computer Science,2,75.3,71.3,54.4,88.6,8,None,Low,FALSE,FALSE,FALSE,3.72,6.2,FALSE,62.7,0
STUD0243,Female,19,Business,4,71.7,68.8,41.1,76.6,6,Secondary,Medium,TRUE,TRUE,TRUE,3.46,8.4,FALSE,56,0
STUD0244,Male,19,Agriculture,3,60.4,67.5,52.6,88,16,Diploma,Low,FALSE,TRUE,TRUE,3.8,5.8,FALSE,59.8,0
STUD0245,Male,21,Business,2,57.2,62.2,75,72.1,7,Secondary,Medium,TRUE,TRUE,TRUE,2.84,9.3,FALSE,48.8,1
STUD0246,Female,19,Computer Science,4,60.5,60.3,47.2,66.2,6,Diploma,Medium,TRUE,TRUE,FALSE,2.89,5.3,TRUE,48.9,1
STUD0247,Male,18,Business,2,57,52,31.5,72.9,9,None,Medium,TRUE,TRUE,FALSE,2.52,6,TRUE,49.9,1
STUD0248,Female,25,Computer Science,4,61,62.4,70.7,73.8,6,Degree,High,TRUE,FALSE,FALSE,3.22,22.6,FALSE,55.9,0
STUD0249,Female,18,Business,4,52.4,67.4,44.9,75.2,6,Diploma,Low,TRUE,FALSE,TRUE,2.97,3.9,FALSE,48,1
STUD0250,Female,18,Computer Science,4,70.8,85.3,58.1,70.6,14,Secondary,Low,FALSE,FALSE,FALSE,4.01,11.3,FALSE,59.6,0
STUD0251,Male,24,Business,3,69.7,69.7,41.8,75.9,9,Diploma,Low,FALSE,TRUE,FALSE,3.46,3.3,FALSE,57.7,0
STUD0252,Male,25,Business,2,70.2,74.7,51.3,100,19,Degree,High,TRUE,TRUE,TRUE,4.36,3.2,FALSE,70.3,0
STUD0253,Female,23,Business,1,64.1,66.1,47.2,76,9,Diploma,Medium,TRUE,FALSE,FALSE,3.14,20.9,FALSE,59.7,0
STUD0254,Male,19,Business,1,62.3,61.5,36.7,88.5,13,Secondary,Medium,TRUE,TRUE,FALSE,3.34,9.6,FALSE,51.8,0
STUD0255,Male,25,Business,1,86.6,82.1,45.2,100,7,Diploma,Low,FALSE,TRUE,TRUE,4.1,21.2,TRUE,76.1,0
STUD0256,Female,19,Business,1,66,76.5,32.6,74.3,10,Secondary,Medium,TRUE,FALSE,TRUE,3.17,41.7,FALSE,55.5,0
STUD0257,Female,21,Computer Science,4,84,66.5,61.2,83,7,Secondary,Low,FALSE,TRUE,TRUE,3.04,0.5,FALSE,54,0
STUD0258,Female,25,Business,2,50.1,40.5,3,68.2,14,Secondary,Medium,TRUE,FALSE,FALSE,2.59,32.7,FALSE,38.8,1
STUD0259,Female,19,Computer Science,2,73.8,64,65.1,100,8,Diploma,High,TRUE,TRUE,TRUE,3.09,0.9,TRUE,57.9,0
STUD0260,Male,23,Agriculture,3,54,59.5,59.7,68.6,2,None,Medium,TRUE,FALSE,TRUE,2.83,0.6,FALSE,51.6,0
STUD0261,Female,17,Computer Science,2,56.7,67.7,59.5,81.7,10,Degree,Medium,TRUE,TRUE,TRUE,3.48,11.7,FALSE,57.8,0
STUD0262,Female,20,Education,2,58.8,50.4,58.2,63.1,10,Secondary,Medium,TRUE,TRUE,FALSE,2.71,3.4,FALSE,41.7,1
STUD0263,Male,20,Business,2,57.9,34.8,52.7,68.6,3,Secondary,Medium,TRUE,TRUE,TRUE,2.53,20,FALSE,51.5,0
STUD0264,Female,23,Education,3,58,54.7,36.3,62.3,12,Secondary,Medium,TRUE,TRUE,TRUE,2.93,6.3,FALSE,44.1,1
STUD0265,Female,24,Computer Science,1,83.3,73,67.7,78.4,10,Secondary,Medium,TRUE,TRUE,TRUE,4,3.9,FALSE,56.6,0
STUD0266,Female,17,Business,2,65.7,52.8,39.3,75.9,7,Diploma,Low,TRUE,FALSE,TRUE,2.95,0.6,FALSE,56.8,0
STUD0267,Female,21,Business,3,68.4,58.5,0,60,11,Secondary,Low,FALSE,FALSE,FALSE,2.67,5,FALSE,47.3,1
STUD0268,Female,23,Business,3,58.1,68.6,65.6,53.3,6,None,Medium,TRUE,TRUE,TRUE,2.3,2.6,FALSE,49.7,1
STUD0269,Male,20,Education,4,77.9,72.5,48.7,75,13,Secondary,Medium,FALSE,TRUE,TRUE,3.51,0.6,FALSE,61,0
STUD0270,Male,20,Business,3,70.3,70.7,60.4,72.5,10,Secondary,Low,FALSE,TRUE,TRUE,2.87,8.9,FALSE,57.7,0
STUD0271,Female,20,Education,1,60.4,57.7,35.8,67.3,9,None,Medium,FALSE,TRUE,TRUE,2.91,30.3,FALSE,40.6,1
STUD0272,Female,22,Business,2,41.2,42.2,16.1,61.6,9,Diploma,Low,FALSE,FALSE,TRUE,2.3,3.8,FALSE,28.9,1
STUD0273,Female,23,Business,3,68.2,62.3,48.3,78,3,Diploma,Low,FALSE,TRUE,TRUE,2.97,2.8,FALSE,58.6,0
STUD0274,Female,18,Business,1,73.6,74.2,48.1,100,7,Diploma,Medium,TRUE,FALSE,TRUE,3.92,0.8,FALSE,65.2,0
STUD0275,Female,21,Computer Science,3,50.3,40.3,94.2,63.5,10,Diploma,Medium,TRUE,TRUE,FALSE,2.46,2,FALSE,54.8,0
STUD0276,Female,20,Computer Science,3,60.6,77.8,92.4,80.2,4,Diploma,Medium,TRUE,FALSE,FALSE,3.05,2.7,FALSE,68.3,0
STUD0277,Female,19,Computer Science,3,73.1,74.6,74.7,94.6,8,Degree,Medium,TRUE,FALSE,FALSE,3.52,3.4,FALSE,49.3,1
STUD0278,Female,23,Computer Science,3,41.4,44.5,72.5,99,3,None,High,TRUE,TRUE,TRUE,2.94,8,TRUE,48.6,1
STUD0279,Female,22,Education,3,55.3,66.3,53.4,68,9,None,Medium,TRUE,TRUE,TRUE,2.42,1,FALSE,45.2,1
STUD0280,Female,23,Business,1,70.7,79.6,75.2,91.2,8,Secondary,Low,TRUE,TRUE,FALSE,3.58,0.5,FALSE,65.2,0
STUD0281,Female,21,Computer Science,2,81.6,70.6,84.5,96.8,8,Secondary,Low,TRUE,TRUE,TRUE,3.85,21.3,FALSE,60.2,0
STUD0282,Male,22,Agriculture,2,97.8,81.5,22.7,100,8,Secondary,Low,FALSE,FALSE,FALSE,4.13,12.8,FALSE,70.3,0
STUD0283,Male,21,Computer Science,2,94.4,96.6,77.2,100,10,Diploma,High,TRUE,TRUE,TRUE,4.29,2.6,TRUE,82,0
STUD0284,Male,23,Nursing,2,67.2,86.5,29.6,73.1,10,Secondary,Low,TRUE,FALSE,TRUE,3.87,8.1,FALSE,69.1,0
STUD0285,Female,18,Business,1,57.7,59.9,69.7,75.7,6,Degree,Low,TRUE,TRUE,FALSE,3.52,7.2,FALSE,54.6,0
STUD0286,Male,21,Education,4,78.8,60.7,36.2,78.2,14,Secondary,Low,TRUE,TRUE,TRUE,3.4,10.9,FALSE,60.6,0
STUD0287,Male,22,Computer Science,4,56.8,54.4,66.1,76.5,10,Secondary,High,TRUE,FALSE,FALSE,2.89,15.7,FALSE,58.2,0
STUD0288,Female,22,Business,1,53.6,67.5,43,79,7,Degree,Low,FALSE,TRUE,FALSE,3.16,3.5,FALSE,60.2,0
STUD0289,Male,21,Education,1,60.4,51,52.2,91.3,9,Degree,High,TRUE,TRUE,TRUE,2.73,8.7,FALSE,47.5,1
STUD0290,Female,23,Agriculture,3,58.5,58,23.6,76.2,8,Secondary,Low,TRUE,TRUE,TRUE,2.96,13,FALSE,52,0
STUD0291,Male,24,Business,3,71.2,70.6,44.8,85.4,7,Diploma,Low,FALSE,FALSE,FALSE,3.91,9.6,TRUE,61.3,0
STUD0292,Male,23,Agriculture,3,56,49.4,61.9,100,12,Degree,Low,TRUE,TRUE,TRUE,3.77,20.4,TRUE,48.6,1
STUD0293,Female,21,Computer Science,2,66.3,75.7,69.9,100,7,Secondary,High,FALSE,FALSE,TRUE,3.2,5.5,FALSE,66.3,0
STUD0294,Male,17,Business,3,88.9,85.3,77.9,100,9,Secondary,High,TRUE,TRUE,TRUE,3.94,13,TRUE,78.1,0
STUD0295,Male,21,Business,4,66.8,85.2,29.1,88.9,3,Degree,Low,FALSE,TRUE,FALSE,3.42,19.2,TRUE,49.2,1
STUD0296,Female,18,Business,2,87.8,85.5,35.9,100,11,Diploma,Low,FALSE,FALSE,FALSE,4.11,6.5,TRUE,68,0
STUD0297,Female,21,Computer Science,3,83,65.2,94.3,93.6,8,Secondary,Medium,TRUE,TRUE,FALSE,4.03,0.5,FALSE,70.4,0
STUD0298,Male,21,Business,2,73.9,74.6,45.6,85.9,6,Diploma,Low,FALSE,TRUE,FALSE,3.57,13.6,FALSE,60.3,0
STUD0299,Female,18,Education,4,59.7,70.7,40.9,79.2,9,Secondary,Low,TRUE,TRUE,FALSE,3.5,15,FALSE,57.6,0
STUD0300,Male,21,Business,3,80.6,83.8,24.9,82.1,8,Degree,Low,TRUE,FALSE,TRUE,3.9,4.1,TRUE,57.9,0
STUD0301,Male,20,Education,4,61.3,54,34.5,95.5,10,None,Low,TRUE,TRUE,TRUE,3.12,2.1,FALSE,47.1,1
STUD0302,Female,17,Nursing,4,65,55,78,70.9,10,Degree,Low,FALSE,TRUE,TRUE,3.13,30.6,FALSE,59,0
STUD0303,Female,19,Computer Science,4,70,55.6,56.6,98,8,Diploma,Low,TRUE,FALSE,FALSE,2.66,6.4,TRUE,65.7,0
STUD0304,Female,17,Nursing,3,64.9,80,55.4,81.8,9,Secondary,Low,TRUE,FALSE,TRUE,3.37,5.8,FALSE,67.5,0
STUD0305,Female,21,Nursing,1,54.2,63.7,33.8,100,7,Secondary,High,TRUE,FALSE,FALSE,3.07,23.4,FALSE,64.8,0
STUD0306,Female,20,Nursing,3,42.1,42,48.5,51.4,5,Diploma,Low,FALSE,FALSE,FALSE,1.65,4.2,FALSE,35.7,1
STUD0307,Female,23,Business,4,79.4,73.9,40,76.2,6,Degree,Medium,FALSE,FALSE,TRUE,3.96,15.1,FALSE,58.8,0
STUD0308,Male,21,Education,3,73.6,67.9,22.6,78.2,6,Secondary,Low,FALSE,TRUE,TRUE,3.3,9.6,FALSE,42.8,1
STUD0309,Female,20,Agriculture,4,39.2,38.8,31.8,67,10,Secondary,Medium,FALSE,TRUE,TRUE,2.31,27.5,TRUE,35.1,1
STUD0310,Male,18,Computer Science,1,53.8,57.6,57.4,65.6,5,Diploma,Low,FALSE,FALSE,FALSE,2.94,4.5,FALSE,41.2,1
STUD0311,Male,20,Business,2,67.7,67.5,82.7,96.1,14,Diploma,Medium,FALSE,TRUE,TRUE,3.31,19.1,FALSE,63.6,0
STUD0312,Male,18,Business,1,71.6,87.3,78.7,89.1,7,None,Low,FALSE,TRUE,FALSE,3.84,6.7,FALSE,74.9,0
STUD0313,Male,24,Business,1,42.2,43.8,14.9,94.2,5,Diploma,High,TRUE,FALSE,FALSE,2.04,5.2,FALSE,45.5,1
STUD0314,Female,19,Computer Science,2,63.7,46.1,89.3,74.3,8,Diploma,Low,FALSE,FALSE,TRUE,3,2.9,FALSE,54.4,0
STUD0315,Female,25,Business,3,73.1,58.4,41.7,75.3,5,Secondary,Low,TRUE,FALSE,FALSE,3.01,6.4,FALSE,50.4,0
STUD0316,Female,20,Nursing,2,59.7,51.9,45.5,75.6,8,Secondary,High,TRUE,FALSE,TRUE,2.78,6.8,FALSE,45.7,1
STUD0317,Male,22,Computer Science,3,68.8,62,62.5,86.9,5,Secondary,Medium,FALSE,TRUE,TRUE,3.6,18.3,FALSE,63.1,0
STUD0318,Male,21,Agriculture,3,57.7,49.1,78.3,72.2,10,Diploma,Low,TRUE,FALSE,TRUE,3.33,9.7,FALSE,52.6,0
STUD0319,Male,17,Computer Science,4,78.6,80.4,68.9,100,6,Diploma,High,TRUE,FALSE,FALSE,3.66,14,FALSE,69.7,0
STUD0320,Male,25,Education,4,53,45.6,77.7,65.4,9,Diploma,Low,FALSE,TRUE,TRUE,2.29,11.7,FALSE,52.7,0
STUD0321,Female,17,Computer Science,2,47.9,53.9,89.1,100,7,Secondary,Low,FALSE,FALSE,TRUE,3.09,2.6,TRUE,61.3,0
STUD0322,Female,24,Computer Science,1,65.4,84.3,66,94.7,3,Secondary,High,TRUE,TRUE,FALSE,3.76,1.8,FALSE,50.2,0
STUD0323,Female,25,Agriculture,2,43.5,56.6,33.4,61.2,6,Degree,Low,FALSE,FALSE,TRUE,2.07,2.4,FALSE,43.7,1
STUD0324,Male,25,Education,3,33.4,49.6,33.1,78,7,Secondary,High,TRUE,TRUE,TRUE,2.3,1.3,TRUE,40.9,1
STUD0325,Female,17,Education,4,81.3,92.3,80,94.1,9,Diploma,Low,TRUE,FALSE,FALSE,4.09,3.9,FALSE,64.2,0
STUD0326,Female,18,Computer Science,2,50.2,67.6,86.3,65.1,6,Diploma,Medium,TRUE,FALSE,TRUE,2.76,8.5,FALSE,61.3,0
STUD0327,Female,17,Business,2,45,57.6,50.3,65.8,8,Secondary,Medium,TRUE,TRUE,TRUE,2.75,6.2,FALSE,47.2,1
STUD0328,Female,18,Business,4,52.8,53.6,5.5,71.6,8,Secondary,High,TRUE,TRUE,TRUE,3.16,9.1,FALSE,34.6,1
STUD0329,Male,24,Education,4,52.2,56.1,36.1,72.2,7,None,Medium,TRUE,TRUE,FALSE,2.65,3.5,FALSE,43.2,1
STUD0330,Male,21,Education,4,62.9,62,38.3,78.5,10,None,Low,FALSE,FALSE,TRUE,3.68,1.8,FALSE,52.5,0
STUD0331,Male,23,Nursing,3,48.6,50.1,48.9,93.2,15,Diploma,Medium,TRUE,TRUE,TRUE,2.87,1.8,FALSE,64.1,0
STUD0332,Female,18,Education,4,72.5,70.6,42.5,75.8,8,Secondary,Low,TRUE,FALSE,FALSE,3.89,7.3,FALSE,53.4,0
STUD0333,Male,24,Education,1,74.7,73.3,38.1,61.1,9,None,Medium,TRUE,FALSE,TRUE,3.48,1.4,FALSE,52.1,0
STUD0334,Male,22,Computer Science,2,45.9,40.1,55.3,87.9,5,Diploma,High,TRUE,FALSE,FALSE,2.81,4,TRUE,47.7,1
STUD0335,Male,24,Nursing,4,55.7,74.8,61.2,96,2,Secondary,Medium,TRUE,TRUE,FALSE,3.51,1.9,TRUE,69.3,0
STUD0336,Male,17,Education,4,57.2,63.4,34.3,77.9,3,Diploma,Medium,TRUE,FALSE,TRUE,2.68,8.7,FALSE,47.5,1
STUD0337,Female,17,Business,3,62.5,59.9,27.2,94.9,5,Secondary,Low,FALSE,FALSE,TRUE,3.29,7.6,TRUE,50.1,0
STUD0338,Female,23,Computer Science,3,81.2,76,90.2,90.1,9,None,Medium,TRUE,TRUE,TRUE,3.54,3.8,FALSE,70.9,0
STUD0339,Male,24,Agriculture,2,82.1,83.6,27.7,81.6,7,Secondary,Low,FALSE,TRUE,FALSE,3.8,1.1,FALSE,59.5,0
STUD0340,Male,19,Computer Science,1,100,71.8,53.6,76.5,5,None,Medium,FALSE,FALSE,TRUE,3.58,1.9,FALSE,63.9,0
STUD0341,Female,21,Nursing,2,31,42.5,81.1,64.6,10,Degree,Low,FALSE,TRUE,FALSE,2.01,5.1,TRUE,48.3,1
STUD0342,Male,17,Education,4,51.1,43.8,38.9,77.4,14,Diploma,Medium,TRUE,FALSE,TRUE,2.71,28.6,TRUE,43.8,1
STUD0343,Male,23,Computer Science,1,92.2,100,66.2,100,6,None,Low,FALSE,FALSE,TRUE,4.19,2.5,TRUE,74.3,0
STUD0344,Male,21,Nursing,1,38,49.2,37,66.4,9,Secondary,Medium,TRUE,TRUE,TRUE,2.31,1.7,FALSE,45.4,1
STUD0345,Male,24,Education,1,91.9,68.3,73.1,68.6,8,Secondary,Low,TRUE,FALSE,TRUE,3.92,2,FALSE,58.6,0
STUD0346,Female,24,Nursing,1,67.2,100,40,100,4,Secondary,High,TRUE,TRUE,TRUE,3.62,9.9,TRUE,63,0
STUD0347,Female,25,Agriculture,2,67.8,60.3,30.4,87.9,5,Secondary,Low,FALSE,TRUE,TRUE,3.49,19.7,FALSE,45,1
STUD0348,Male,23,Nursing,3,45.8,50.4,13.8,54,9,Diploma,Medium,TRUE,TRUE,FALSE,2.64,0.6,FALSE,35.2,1
STUD0349,Male,17,Computer Science,3,58.2,58.6,74.9,80,8,Degree,Low,TRUE,TRUE,TRUE,2.69,11.1,FALSE,53.7,0
STUD0350,Female,19,Nursing,4,91.2,71.2,18.9,78.5,12,Secondary,Medium,TRUE,TRUE,FALSE,3.09,5.5,TRUE,57.5,0
STUD0351,Female,24,Education,3,64.3,66,48.9,67.7,6,Diploma,Low,FALSE,TRUE,TRUE,3.38,14,FALSE,51.4,0
STUD0352,Female,19,Nursing,3,58.3,37.9,37.4,60.2,12,Degree,Medium,FALSE,TRUE,TRUE,2.46,4.4,FALSE,44.6,1
STUD0353,Female,24,Business,3,71.1,78.5,7.3,87.9,6,Secondary,Low,FALSE,TRUE,FALSE,3.58,0.5,FALSE,49.1,1
STUD0354,Male,17,Nursing,3,62.1,51,74.9,100,9,Degree,Medium,TRUE,FALSE,TRUE,3.76,9.2,TRUE,61.9,0
STUD0355,Male,21,Education,4,70.2,63,83.5,96.9,4,Diploma,Low,FALSE,FALSE,TRUE,3.51,13.2,TRUE,61.2,0
STUD0356,Female,20,Business,2,52.3,63.9,49.6,84.1,8,Secondary,Low,TRUE,FALSE,TRUE,3.12,18.6,FALSE,56.3,0
STUD0357,Male,21,Computer Science,1,63.8,61.3,71.3,80.1,12,Degree,Medium,TRUE,TRUE,TRUE,3.19,6.7,TRUE,58.3,0
STUD0358,Female,24,Nursing,3,55.4,56.6,49.1,77.1,5,Secondary,Low,FALSE,TRUE,FALSE,2.75,1,FALSE,46.5,1
STUD0359,Female,20,Education,2,37.9,37.6,10,64.6,5,Secondary,Low,TRUE,TRUE,TRUE,2.03,3.7,FALSE,25.9,1
STUD0360,Female,20,Business,3,72.2,89.3,40.4,91.4,13,Diploma,High,TRUE,TRUE,TRUE,3.87,12.3,FALSE,66.2,0
STUD0361,Male,19,Nursing,3,46.5,58.2,33.6,94.7,5,Secondary,High,TRUE,FALSE,FALSE,2.33,5.5,FALSE,46.5,1
STUD0362,Female,23,Business,1,62.5,51.7,18.1,76.8,5,Secondary,Medium,TRUE,FALSE,TRUE,2.58,9.6,FALSE,52.6,0
STUD0363,Male,19,Computer Science,1,78.9,74.1,79.9,81,7,Secondary,Low,FALSE,TRUE,FALSE,3.6,0.5,FALSE,73.5,0
STUD0364,Female,19,Business,1,42.5,39,31.6,74.1,8,Diploma,Low,TRUE,TRUE,TRUE,2.92,0.6,FALSE,38.1,1
